"timeMillisSpent","score"
84,"-48hard/-32691soft"
87,"-47hard/-35527soft"
102,"-41hard/-40587soft"
111,"-22hard/-52654soft"
156,"-20hard/-54512soft"
159,"-20hard/-53188soft"
159,"-19hard/-54464soft"
165,"-19hard/-54360soft"
166,"-18hard/-54209soft"
170,"-18hard/-52160soft"
171,"-17hard/-50495soft"
172,"-16hard/-52111soft"
172,"-15hard/-49817soft"
173,"-14hard/-49249soft"
179,"-14hard/-48565soft"
180,"-12hard/-47964soft"
180,"-12hard/-47928soft"
191,"-12hard/-47302soft"
191,"-12hard/-47177soft"
192,"-11hard/-47631soft"
199,"-11hard/-47538soft"
200,"-11hard/-47271soft"
200,"-10hard/-47269soft"
204,"-10hard/-46054soft"
208,"-9hard/-47133soft"
214,"-9hard/-46881soft"
219,"-9hard/-46467soft"
220,"-8hard/-45472soft"
256,"-8hard/-44633soft"
262,"-7hard/-45620soft"
263,"-6hard/-45124soft"
263,"-6hard/-44800soft"
326,"-5hard/-47111soft"
328,"-5hard/-46264soft"
329,"-5hard/-45945soft"
375,"-5hard/-45931soft"
378,"-5hard/-45888soft"
387,"-4hard/-42241soft"
465,"-4hard/-42015soft"
476,"-3hard/-41824soft"
483,"-2hard/-41563soft"
485,"-2hard/-41327soft"
489,"0hard/-42560soft"
504,"0hard/-42008soft"
534,"0hard/-41672soft"
631,"0hard/-41547soft"
632,"0hard/-40926soft"
633,"0hard/-40774soft"
644,"0hard/-39731soft"
675,"0hard/-39508soft"
692,"0hard/-39286soft"
722,"0hard/-39242soft"
734,"0hard/-38823soft"
735,"0hard/-38745soft"
752,"0hard/-38704soft"
779,"0hard/-38663soft"
795,"0hard/-38633soft"
797,"0hard/-38507soft"
805,"0hard/-38485soft"
806,"0hard/-38348soft"
809,"0hard/-37882soft"
809,"0hard/-37869soft"
810,"0hard/-37667soft"
884,"0hard/-37570soft"
884,"0hard/-37502soft"
927,"0hard/-37169soft"
927,"0hard/-37136soft"
957,"0hard/-37096soft"
976,"0hard/-36800soft"
977,"0hard/-36654soft"
1026,"0hard/-36651soft"
1029,"0hard/-36578soft"
1052,"0hard/-36319soft"
1054,"0hard/-36298soft"
1063,"0hard/-36209soft"
1093,"0hard/-36202soft"
1095,"0hard/-36183soft"
1096,"0hard/-35967soft"
1102,"0hard/-35939soft"
1102,"0hard/-35879soft"
1168,"0hard/-35808soft"
1172,"0hard/-35647soft"
1179,"0hard/-35555soft"
1184,"0hard/-35485soft"
1209,"0hard/-35372soft"
1210,"0hard/-35295soft"
1222,"0hard/-35239soft"
1223,"0hard/-35134soft"
1225,"0hard/-35016soft"
1226,"0hard/-34908soft"
1330,"0hard/-34334soft"
1388,"0hard/-34244soft"
1389,"0hard/-34223soft"
1398,"0hard/-34202soft"
1403,"0hard/-33930soft"
1519,"0hard/-33923soft"
1528,"0hard/-33899soft"
1541,"0hard/-33879soft"
1546,"0hard/-33626soft"
1558,"0hard/-33541soft"
1564,"0hard/-33500soft"
1572,"0hard/-33479soft"
1583,"0hard/-33325soft"
1607,"0hard/-33292soft"
1616,"0hard/-33226soft"
1616,"0hard/-33209soft"
1637,"0hard/-33198soft"
1647,"0hard/-33156soft"
1660,"0hard/-33125soft"
1674,"0hard/-33102soft"
1675,"0hard/-32918soft"
1695,"0hard/-32886soft"
1734,"0hard/-32805soft"
1736,"0hard/-32801soft"
1752,"0hard/-32723soft"
1788,"0hard/-32716soft"
1810,"0hard/-32566soft"
1911,"0hard/-32537soft"
1933,"0hard/-32517soft"
1943,"0hard/-32506soft"
1944,"0hard/-32361soft"
2007,"0hard/-32359soft"
2010,"0hard/-32327soft"
2067,"0hard/-32272soft"
2073,"0hard/-32128soft"
2091,"0hard/-32068soft"
2150,"0hard/-31959soft"
2227,"0hard/-31686soft"
2310,"0hard/-31683soft"
2314,"0hard/-31662soft"
2409,"0hard/-31604soft"
2410,"0hard/-31570soft"
2465,"0hard/-31564soft"
2467,"0hard/-31453soft"
2484,"0hard/-31370soft"
2530,"0hard/-31368soft"
2539,"0hard/-31221soft"
2630,"0hard/-31179soft"
2632,"0hard/-31161soft"
2632,"0hard/-31025soft"
2922,"0hard/-30947soft"
2927,"0hard/-30924soft"
3100,"0hard/-30916soft"
3104,"0hard/-30863soft"
3148,"0hard/-30840soft"
3202,"0hard/-30738soft"
3203,"0hard/-30656soft"
3285,"0hard/-30596soft"
3388,"0hard/-30551soft"
3420,"0hard/-30494soft"
3630,"0hard/-30425soft"
3817,"0hard/-30397soft"
3981,"0hard/-30309soft"
4367,"0hard/-30256soft"
4671,"0hard/-30250soft"
4844,"0hard/-30248soft"
