"timeMillisSpent","score"
6148,"-423hard/-90776soft"
6334,"-406hard/-92036soft"
6609,"-355hard/-98799soft"
6794,"-308hard/-104888soft"
6964,"-262hard/-110989soft"
7069,"-253hard/-112317soft"
7176,"-233hard/-115172soft"
7256,"-227hard/-121038soft"
7321,"-220hard/-121168soft"
7377,"-202hard/-128323soft"
7433,"-189hard/-130536soft"
7490,"-183hard/-136497soft"
7538,"-181hard/-136751soft"
7587,"-176hard/-138068soft"
7635,"-169hard/-140260soft"
7684,"-163hard/-141882soft"
7740,"-153hard/-141882soft"
7788,"-151hard/-142535soft"
7829,"-146hard/-142535soft"
7869,"-141hard/-145885soft"
7909,"-131hard/-147145soft"
7950,"-99hard/-149460soft"
7990,"-94hard/-149572soft"
8022,"-93hard/-149571soft"
8062,"-91hard/-149395soft"
8103,"-80hard/-149395soft"
8135,"-77hard/-150007soft"
8171,"-74hard/-149595soft"
8203,"-73hard/-148020soft"
8236,"-72hard/-148020soft"
8269,"-61hard/-148020soft"
8301,"-60hard/-148912soft"
8334,"-58hard/-149096soft"
8367,"-52hard/-152446soft"
8399,"-42hard/-152446soft"
8439,"-41hard/-152327soft"
8479,"-34hard/-154155soft"
8512,"-32hard/-153686soft"
8547,"-31hard/-153686soft"
8571,"-30hard/-153505soft"
8603,"-29hard/-153505soft"
8636,"-23hard/-156577soft"
8668,"-22hard/-156577soft"
8700,"-22hard/-156469soft"
8732,"-22hard/-156396soft"
8756,"-21hard/-156396soft"
8789,"-20hard/-156894soft"
8821,"-18hard/-156894soft"
8853,"-18hard/-155998soft"
8877,"-18hard/-155251soft"
8909,"-17hard/-155484soft"
8933,"-17hard/-155157soft"
8965,"-17hard/-154159soft"
8997,"-16hard/-154866soft"
9061,"-16hard/-154803soft"
9086,"-16hard/-153788soft"
9125,"-15hard/-155074soft"
9184,"-15hard/-155011soft"
9208,"-13hard/-156158soft"
9240,"-11hard/-156158soft"
9272,"-10hard/-156158soft"
9330,"-10hard/-155979soft"
9362,"-10hard/-155898soft"
9386,"-10hard/-155793soft"
9419,"-10hard/-155065soft"
9459,"-10hard/-155034soft"
9491,"-8hard/-154762soft"
9524,"-6hard/-155155soft"
9580,"-4hard/-155216soft"
9613,"-3hard/-155793soft"
9637,"-3hard/-155549soft"
9670,"-3hard/-155501soft"
9695,"-3hard/-155094soft"
9727,"-3hard/-154998soft"
9752,"-3hard/-154875soft"
9792,"-2hard/-154863soft"
9825,"-2hard/-153965soft"
9857,"-2hard/-153790soft"
9890,"-2hard/-153245soft"
9989,"-2hard/-153126soft"
10021,"-2hard/-153124soft"
10053,"-2hard/-152986soft"
10078,"-2hard/-152821soft"
10143,"-2hard/-152733soft"
10209,"-2hard/-152676soft"
10242,"-2hard/-152555soft"
10274,"-2hard/-152380soft"
10307,"-2hard/-152059soft"
10339,"-2hard/-152032soft"
10364,"-1hard/-152717soft"
10396,"-1hard/-152174soft"
10428,"-1hard/-152032soft"
10485,"-1hard/-152010soft"
10518,"-1hard/-151877soft"
10542,"-1hard/-151832soft"
10574,"-1hard/-151720soft"
10598,"-1hard/-151621soft"
10634,"-1hard/-151438soft"
10662,"-1hard/-151427soft"
10727,"-1hard/-151295soft"
10759,"-1hard/-151243soft"
10815,"-1hard/-150802soft"
10848,"-1hard/-150750soft"
10880,"-1hard/-150445soft"
10921,"-1hard/-150103soft"
10953,"-1hard/-150015soft"
10985,"-1hard/-149807soft"
11017,"-1hard/-149090soft"
11057,"-1hard/-148973soft"
11090,"-1hard/-148820soft"
11122,"-1hard/-148071soft"
11154,"-1hard/-147165soft"
11186,"0hard/-147434soft"
11219,"0hard/-147140soft"
11243,"0hard/-147121soft"
11275,"0hard/-146936soft"
11340,"0hard/-146729soft"
11372,"0hard/-146616soft"
11412,"0hard/-146417soft"
11477,"0hard/-146310soft"
11509,"0hard/-145751soft"
11573,"0hard/-145691soft"
11638,"0hard/-145552soft"
11670,"0hard/-145500soft"
11694,"0hard/-145401soft"
11751,"0hard/-145168soft"
11783,"0hard/-144915soft"
11815,"0hard/-144621soft"
11847,"0hard/-144435soft"
11871,"0hard/-144308soft"
11937,"0hard/-144248soft"
11968,"0hard/-144166soft"
11992,"0hard/-144165soft"
12081,"0hard/-143901soft"
12145,"0hard/-143587soft"
12177,"0hard/-143424soft"
12249,"0hard/-143345soft"
12411,"0hard/-143249soft"
