"timeMillisSpent","score"
6247,"-423hard/-90776soft"
6440,"-406hard/-92036soft"
6756,"-355hard/-98799soft"
7029,"-308hard/-104888soft"
7247,"-262hard/-110989soft"
7367,"-253hard/-112317soft"
7490,"-233hard/-115172soft"
7587,"-227hard/-121038soft"
7671,"-220hard/-121168soft"
7756,"-202hard/-128323soft"
7823,"-189hard/-130536soft"
7878,"-183hard/-136497soft"
7931,"-181hard/-136751soft"
7981,"-176hard/-138068soft"
8028,"-169hard/-140260soft"
8081,"-163hard/-141882soft"
8134,"-153hard/-141882soft"
8179,"-151hard/-142535soft"
8226,"-146hard/-142535soft"
8267,"-141hard/-145885soft"
8306,"-131hard/-147145soft"
8348,"-99hard/-149460soft"
8393,"-94hard/-149572soft"
8439,"-93hard/-149571soft"
8485,"-91hard/-149395soft"
8527,"-80hard/-149395soft"
8565,"-77hard/-150007soft"
8607,"-74hard/-149595soft"
8646,"-73hard/-148020soft"
8696,"-72hard/-148020soft"
8729,"-61hard/-148020soft"
8767,"-60hard/-148912soft"
8804,"-58hard/-149096soft"
8844,"-52hard/-152446soft"
8880,"-42hard/-152446soft"
8921,"-41hard/-152327soft"
8961,"-34hard/-154155soft"
8992,"-32hard/-153686soft"
9025,"-31hard/-153686soft"
9061,"-30hard/-153505soft"
9103,"-29hard/-153505soft"
9142,"-23hard/-156577soft"
9176,"-22hard/-156577soft"
9206,"-22hard/-156469soft"
9239,"-22hard/-156396soft"
9278,"-21hard/-156396soft"
9313,"-20hard/-156894soft"
9345,"-18hard/-156894soft"
9380,"-18hard/-155998soft"
9411,"-18hard/-155251soft"
9443,"-17hard/-155484soft"
9473,"-17hard/-155157soft"
9506,"-17hard/-154159soft"
9538,"-16hard/-154866soft"
9608,"-16hard/-154803soft"
9646,"-16hard/-153788soft"
9686,"-15hard/-155074soft"
9768,"-15hard/-155011soft"
9796,"-13hard/-156158soft"
9828,"-11hard/-156158soft"
9863,"-10hard/-156158soft"
9922,"-10hard/-155979soft"
9955,"-10hard/-155898soft"
9990,"-10hard/-155793soft"
