"timeMillisSpent","score"
5606,"-423hard/-90776soft"
5621,"-423hard/-90744soft"
5626,"-422hard/-92178soft"
5647,"-419hard/-105341soft"
5678,"-407hard/-117997soft"
5703,"-384hard/-136812soft"
5704,"-380hard/-136875soft"
5706,"-379hard/-139928soft"
5719,"-364hard/-150486soft"
5748,"-363hard/-173075soft"
5789,"-350hard/-191691soft"
5801,"-348hard/-195695soft"
5805,"-347hard/-197428soft"
5808,"-346hard/-203077soft"
5818,"-345hard/-206961soft"
5819,"-344hard/-206711soft"
5819,"-344hard/-205660soft"
5823,"-344hard/-205373soft"
5856,"-342hard/-208321soft"
5873,"-342hard/-207750soft"
5918,"-341hard/-211827soft"
5919,"-339hard/-213319soft"
5919,"-339hard/-213315soft"
5933,"-338hard/-215692soft"
5934,"-337hard/-218742soft"
5964,"-336hard/-226084soft"
5973,"-335hard/-226393soft"
5985,"-334hard/-233262soft"
5995,"-320hard/-239385soft"
6045,"-318hard/-251712soft"
6054,"-318hard/-249782soft"
6061,"-317hard/-251199soft"
6062,"-316hard/-251022soft"
6064,"-315hard/-250970soft"
6066,"-315hard/-250756soft"
6069,"-315hard/-250087soft"
6074,"-314hard/-252226soft"
6075,"-313hard/-258514soft"
6079,"-312hard/-259175soft"
6081,"-310hard/-259256soft"
6082,"-309hard/-259214soft"
6082,"-309hard/-259113soft"
6084,"-307hard/-256982soft"
6121,"-307hard/-256088soft"
6122,"-305hard/-257048soft"
6124,"-304hard/-257053soft"
6129,"-304hard/-253597soft"
6146,"-303hard/-256136soft"
6147,"-303hard/-255002soft"
6148,"-302hard/-253819soft"
6148,"-291hard/-253524soft"
6166,"-290hard/-254059soft"
6180,"-289hard/-253917soft"
6180,"-289hard/-253761soft"
6188,"-289hard/-251189soft"
6195,"-287hard/-254729soft"
6200,"-284hard/-255186soft"
6202,"-273hard/-262234soft"
6241,"-272hard/-262916soft"
6242,"-272hard/-262892soft"
6305,"-271hard/-266287soft"
6308,"-270hard/-267253soft"
6320,"-268hard/-269533soft"
6321,"-258hard/-269533soft"
6337,"-255hard/-265345soft"
6350,"-255hard/-262747soft"
6351,"-255hard/-262606soft"
6351,"-254hard/-263985soft"
6354,"-254hard/-263578soft"
6356,"-253hard/-261983soft"
6361,"-252hard/-261849soft"
6362,"-250hard/-261738soft"
6363,"-249hard/-261462soft"
6371,"-247hard/-261630soft"
6377,"-245hard/-258526soft"
6381,"-244hard/-256021soft"
6382,"-241hard/-256653soft"
6382,"-240hard/-257023soft"
6385,"-239hard/-259325soft"
6385,"-238hard/-259326soft"
6391,"-238hard/-259219soft"
6394,"-237hard/-260565soft"
6398,"-237hard/-259883soft"
6403,"-237hard/-257830soft"
6404,"-235hard/-257470soft"
6416,"-234hard/-256254soft"
6416,"-234hard/-255986soft"
6417,"-234hard/-255655soft"
6423,"-234hard/-250556soft"
6424,"-234hard/-250103soft"
6438,"-233hard/-252310soft"
6439,"-233hard/-251727soft"
6447,"-232hard/-247314soft"
6447,"-232hard/-246445soft"
6448,"-231hard/-246102soft"
6458,"-230hard/-248593soft"
6467,"-228hard/-247717soft"
6471,"-213hard/-249126soft"
6506,"-212hard/-254660soft"
6506,"-211hard/-254660soft"
6511,"-202hard/-258665soft"
6512,"-200hard/-257874soft"
6528,"-198hard/-260402soft"
6528,"-197hard/-260332soft"
6535,"-196hard/-259055soft"
6544,"-196hard/-258457soft"
6557,"-195hard/-259117soft"
6558,"-193hard/-259427soft"
6558,"-191hard/-259827soft"
6559,"-191hard/-259323soft"
6563,"-191hard/-258722soft"
6563,"-189hard/-258856soft"
6570,"-189hard/-258392soft"
6579,"-188hard/-258820soft"
6586,"-187hard/-261341soft"
6589,"-187hard/-261325soft"
6592,"-185hard/-261928soft"
6592,"-185hard/-261621soft"
6593,"-182hard/-260441soft"
6593,"-182hard/-260228soft"
6601,"-181hard/-261220soft"
6604,"-180hard/-260336soft"
6607,"-179hard/-260253soft"
6611,"-178hard/-260073soft"
6612,"-177hard/-259749soft"
6629,"-177hard/-255147soft"
6630,"-176hard/-253888soft"
6641,"-174hard/-255091soft"
6642,"-174hard/-254751soft"
