"timeMillisSpent","score"
552,"-153hard/-47159soft"
558,"-152hard/-48905soft"
558,"-150hard/-49605soft"
599,"-146hard/-69373soft"
601,"-141hard/-75317soft"
603,"-120hard/-85116soft"
627,"-119hard/-108398soft"
628,"-119hard/-108330soft"
631,"-119hard/-106742soft"
632,"-119hard/-106723soft"
633,"-119hard/-106678soft"
633,"-119hard/-105380soft"
634,"-119hard/-103921soft"
634,"-118hard/-104409soft"
636,"-118hard/-103574soft"
636,"-118hard/-103514soft"
637,"-112hard/-103410soft"
640,"-109hard/-112540soft"
640,"-107hard/-110827soft"
640,"-105hard/-110069soft"
656,"-103hard/-112025soft"
658,"-100hard/-116184soft"
658,"-100hard/-116069soft"
659,"-96hard/-117259soft"
660,"-96hard/-116760soft"
662,"-96hard/-116117soft"
663,"-94hard/-118553soft"
666,"-86hard/-118326soft"
667,"-86hard/-117770soft"
668,"-83hard/-117545soft"
668,"-83hard/-117234soft"
669,"-82hard/-119647soft"
669,"-82hard/-119330soft"
669,"-82hard/-119295soft"
671,"-81hard/-119592soft"
672,"-81hard/-119567soft"
672,"-81hard/-119208soft"
673,"-81hard/-119139soft"
675,"-79hard/-119104soft"
680,"-77hard/-122175soft"
685,"-77hard/-120784soft"
685,"-76hard/-120545soft"
686,"-75hard/-120545soft"
686,"-75hard/-120010soft"
692,"-73hard/-119949soft"
693,"-73hard/-119570soft"
694,"-65hard/-118947soft"
694,"-63hard/-118869soft"
703,"-62hard/-121328soft"
704,"-61hard/-122653soft"
707,"-58hard/-120892soft"
711,"-58hard/-114454soft"
712,"-56hard/-112597soft"
712,"-55hard/-114150soft"
713,"-54hard/-115698soft"
713,"-54hard/-115605soft"
719,"-52hard/-117801soft"
720,"-51hard/-117683soft"
723,"-50hard/-118042soft"
727,"-50hard/-117233soft"
727,"-50hard/-117126soft"
728,"-48hard/-117077soft"
728,"-47hard/-118140soft"
738,"-47hard/-116437soft"
739,"-46hard/-115791soft"
740,"-45hard/-115225soft"
743,"-45hard/-113926soft"
744,"-44hard/-112582soft"
745,"-44hard/-112363soft"
745,"-43hard/-111980soft"
747,"-42hard/-115001soft"
748,"-42hard/-114338soft"
748,"-42hard/-113982soft"
753,"-41hard/-114477soft"
764,"-41hard/-113378soft"
765,"-40hard/-112028soft"
765,"-38hard/-112301soft"
765,"-37hard/-111147soft"
772,"-35hard/-114821soft"
774,"-35hard/-114480soft"
803,"-34hard/-110937soft"
803,"-34hard/-110244soft"
804,"-33hard/-114648soft"
814,"-33hard/-113700soft"
814,"-33hard/-112972soft"
814,"-33hard/-112598soft"
815,"-32hard/-112655soft"
815,"-32hard/-112631soft"
818,"-30hard/-109541soft"
825,"-29hard/-109094soft"
844,"-29hard/-106125soft"
845,"-28hard/-105924soft"
861,"-26hard/-106338soft"
862,"-26hard/-105425soft"
863,"-26hard/-105283soft"
866,"-26hard/-101285soft"
867,"-23hard/-99529soft"
893,"-22hard/-102860soft"
907,"-21hard/-101230soft"
968,"-20hard/-99354soft"
978,"-19hard/-100785soft"
987,"-18hard/-101535soft"
990,"-17hard/-99197soft"
991,"-16hard/-101155soft"
