"timeMillisSpent","score"
599,"-142hard/-46606soft"
613,"-136hard/-52581soft"
616,"-115hard/-60368soft"
767,"-113hard/-120517soft"
769,"-113hard/-119585soft"
771,"-113hard/-118182soft"
787,"-102hard/-124355soft"
882,"-100hard/-124973soft"
940,"-97hard/-120358soft"
1003,"-89hard/-123410soft"
1004,"-88hard/-124242soft"
1005,"-85hard/-124855soft"
1020,"-75hard/-121276soft"
1020,"-74hard/-119597soft"
1021,"-73hard/-119016soft"
1397,"-67hard/-118047soft"
1605,"-65hard/-116938soft"
1606,"-63hard/-116893soft"
1655,"-63hard/-116016soft"
1656,"-61hard/-114466soft"
1657,"-59hard/-114154soft"
1658,"-59hard/-113259soft"
1659,"-59hard/-112623soft"
1701,"-58hard/-121476soft"
1787,"-51hard/-116338soft"
1881,"-50hard/-113167soft"
1883,"-49hard/-114847soft"
1886,"-48hard/-113149soft"
1920,"-47hard/-111521soft"
1921,"-46hard/-113556soft"
1922,"-42hard/-115088soft"
2054,"-41hard/-108608soft"
2162,"-41hard/-108286soft"
2163,"-40hard/-109075soft"
2163,"-39hard/-109974soft"
2385,"-39hard/-108228soft"
2668,"-38hard/-111358soft"
2712,"-38hard/-107667soft"
2712,"-38hard/-107120soft"
2785,"-37hard/-111877soft"
2800,"-36hard/-108351soft"
2994,"-35hard/-109497soft"
