"timeMillisSpent","score"
14,"-7hard/-21499soft"
53,"0hard/-24603soft"
120,"0hard/-24243soft"
185,"0hard/-23684soft"
260,"0hard/-23492soft"
338,"0hard/-23286soft"
416,"0hard/-22612soft"
516,"0hard/-22305soft"
632,"0hard/-22052soft"
757,"0hard/-21893soft"
871,"0hard/-21838soft"
1005,"0hard/-21717soft"
1103,"0hard/-21708soft"
1539,"0hard/-21404soft"
1642,"0hard/-20192soft"
1747,"0hard/-20127soft"
1848,"0hard/-20064soft"
1948,"0hard/-19887soft"
2067,"0hard/-19811soft"
2190,"0hard/-19557soft"
2310,"0hard/-19503soft"
2869,"0hard/-19382soft"
3427,"0hard/-19258soft"
4126,"0hard/-19102soft"
4840,"0hard/-19028soft"
5753,"0hard/-19011soft"
6160,"0hard/-18883soft"
