"timeMillisSpent","score"
25,"-7hard/-21499soft"
30,"-6hard/-23055soft"
30,"-6hard/-21498soft"
31,"-5hard/-22327soft"
33,"0hard/-23987soft"
72,"0hard/-23807soft"
88,"0hard/-23661soft"
96,"0hard/-23273soft"
101,"0hard/-23175soft"
102,"0hard/-22332soft"
123,"0hard/-21811soft"
153,"0hard/-21399soft"
194,"0hard/-21042soft"
201,"0hard/-20402soft"
241,"0hard/-20349soft"
244,"0hard/-20265soft"
253,"0hard/-20088soft"
254,"0hard/-20087soft"
288,"0hard/-19839soft"
329,"0hard/-19734soft"
369,"0hard/-19723soft"
382,"0hard/-19624soft"
403,"0hard/-19542soft"
403,"0hard/-19522soft"
413,"0hard/-19446soft"
413,"0hard/-19402soft"
551,"0hard/-19369soft"
590,"0hard/-19313soft"
594,"0hard/-19304soft"
606,"0hard/-19271soft"
631,"0hard/-19267soft"
638,"0hard/-19266soft"
665,"0hard/-19217soft"
884,"0hard/-19213soft"
959,"0hard/-19185soft"
1006,"0hard/-19160soft"
