"timeMillisSpent","score"
5671,"-423hard/-90776soft"
5686,"-423hard/-90744soft"
5691,"-422hard/-92178soft"
5721,"-415hard/-98440soft"
5724,"-402hard/-105029soft"
5734,"-364hard/-111931soft"
5742,"-363hard/-117977soft"
5749,"-357hard/-119519soft"
5751,"-357hard/-119294soft"
5770,"-356hard/-127654soft"
5780,"-355hard/-131697soft"
5785,"-347hard/-131716soft"
5912,"-346hard/-160460soft"
5913,"-318hard/-163811soft"
5964,"-294hard/-178262soft"
5996,"-286hard/-190824soft"
6023,"-285hard/-200576soft"
6024,"-284hard/-201535soft"
6040,"-283hard/-209650soft"
6042,"-282hard/-209786soft"
6045,"-281hard/-209452soft"
6045,"-279hard/-207838soft"
6056,"-270hard/-209665soft"
6057,"-269hard/-208860soft"
6069,"-250hard/-215461soft"
6074,"-249hard/-216892soft"
6085,"-248hard/-223157soft"
6092,"-247hard/-222911soft"
6092,"-246hard/-222815soft"
6095,"-245hard/-223460soft"
6109,"-245hard/-223062soft"
6109,"-244hard/-222887soft"
6110,"-240hard/-224910soft"
6111,"-239hard/-225197soft"
6113,"-236hard/-224268soft"
6129,"-236hard/-224054soft"
6130,"-235hard/-223552soft"
6134,"-234hard/-223340soft"
6139,"-233hard/-226164soft"
6140,"-232hard/-226240soft"
6141,"-232hard/-226238soft"
6144,"-231hard/-227168soft"
6150,"-230hard/-225505soft"
6158,"-230hard/-224002soft"
6173,"-229hard/-220980soft"
6174,"-227hard/-220718soft"
6179,"-226hard/-222290soft"
6180,"-226hard/-221971soft"
6181,"-225hard/-223081soft"
6182,"-224hard/-222567soft"
6185,"-224hard/-220541soft"
6194,"-223hard/-221658soft"
6197,"-222hard/-223530soft"
6204,"-221hard/-227718soft"
6204,"-221hard/-227709soft"
6208,"-220hard/-227911soft"
6209,"-219hard/-227694soft"
6214,"-218hard/-227814soft"
6216,"-217hard/-227343soft"
6216,"-217hard/-227239soft"
6220,"-213hard/-224345soft"
6231,"-212hard/-223415soft"
6232,"-211hard/-223844soft"
6235,"-210hard/-224740soft"
