"timeMillisSpent","score"
15,"-7hard/-21499soft"
19,"-6hard/-23055soft"
19,"-6hard/-21498soft"
19,"-5hard/-22327soft"
21,"0hard/-23987soft"
62,"0hard/-23807soft"
78,"0hard/-23661soft"
86,"0hard/-23273soft"
91,"0hard/-23175soft"
92,"0hard/-22332soft"
113,"0hard/-21811soft"
143,"0hard/-21399soft"
183,"0hard/-21042soft"
191,"0hard/-20402soft"
236,"0hard/-20349soft"
239,"0hard/-20265soft"
248,"0hard/-20088soft"
249,"0hard/-20087soft"
283,"0hard/-19839soft"
325,"0hard/-19734soft"
366,"0hard/-19723soft"
379,"0hard/-19624soft"
401,"0hard/-19542soft"
401,"0hard/-19522soft"
411,"0hard/-19446soft"
411,"0hard/-19402soft"
552,"0hard/-19369soft"
593,"0hard/-19313soft"
597,"0hard/-19304soft"
610,"0hard/-19271soft"
636,"0hard/-19267soft"
643,"0hard/-19266soft"
673,"0hard/-19217soft"
899,"0hard/-19213soft"
977,"0hard/-19185soft"
1037,"0hard/-19160soft"
