"timeMillisSpent","score"
5803,"-423hard/-90776soft"
5823,"-423hard/-90744soft"
5832,"-422hard/-92178soft"
5880,"-392hard/-145605soft"
6177,"-390hard/-272804soft"
6178,"-389hard/-270253soft"
6178,"-389hard/-270183soft"
6179,"-389hard/-269940soft"
6241,"-384hard/-263814soft"
6251,"-380hard/-267149soft"
6252,"-378hard/-266538soft"
6254,"-378hard/-266169soft"
6255,"-377hard/-265242soft"
6255,"-377hard/-265178soft"
6304,"-373hard/-277087soft"
6311,"-373hard/-270712soft"
6311,"-373hard/-270651soft"
6348,"-372hard/-271109soft"
6348,"-371hard/-270539soft"
6355,"-370hard/-276097soft"
6361,"-369hard/-277447soft"
6362,"-368hard/-277340soft"
6363,"-367hard/-281884soft"
6409,"-367hard/-279336soft"
6411,"-365hard/-278625soft"
6423,"-362hard/-284587soft"
6456,"-349hard/-281693soft"
6492,"-335hard/-292481soft"
6493,"-335hard/-291770soft"
6493,"-334hard/-292480soft"
6496,"-327hard/-286727soft"
6502,"-327hard/-285779soft"
6503,"-326hard/-285306soft"
6503,"-325hard/-285315soft"
6503,"-325hard/-284758soft"
6505,"-324hard/-286111soft"
6505,"-320hard/-285749soft"
6508,"-319hard/-285596soft"
6521,"-317hard/-286040soft"
6522,"-317hard/-284870soft"
6549,"-314hard/-288763soft"
6551,"-314hard/-287911soft"
6551,"-314hard/-287446soft"
6561,"-311hard/-282094soft"
6604,"-309hard/-282244soft"
6605,"-308hard/-283874soft"
6608,"-308hard/-276499soft"
6634,"-308hard/-273739soft"
6659,"-308hard/-269037soft"
6659,"-306hard/-268303soft"
6712,"-305hard/-276203soft"
6713,"-305hard/-275500soft"
6718,"-304hard/-276408soft"
6719,"-304hard/-275920soft"
6719,"-302hard/-275283soft"
6720,"-302hard/-274367soft"
6722,"-302hard/-274330soft"
6724,"-301hard/-273981soft"
6752,"-298hard/-278385soft"
6761,"-297hard/-281338soft"
6792,"-297hard/-279420soft"
6793,"-285hard/-280405soft"
6806,"-284hard/-273722soft"
6944,"-282hard/-272189soft"
6944,"-282hard/-271669soft"
6944,"-282hard/-271661soft"
6945,"-280hard/-271731soft"
6963,"-271hard/-274226soft"
6964,"-270hard/-274227soft"
7030,"-269hard/-271271soft"
7091,"-267hard/-278551soft"
7108,"-266hard/-283941soft"
7109,"-266hard/-283720soft"
7133,"-266hard/-278584soft"
7157,"-265hard/-276886soft"
7158,"-263hard/-277991soft"
7161,"-242hard/-278048soft"
7161,"-240hard/-276921soft"
7161,"-240hard/-276573soft"
7163,"-239hard/-277685soft"
7209,"-238hard/-283096soft"
7211,"-237hard/-283135soft"
7238,"-234hard/-281866soft"
7239,"-233hard/-282432soft"
7239,"-232hard/-281617soft"
7242,"-219hard/-278719soft"
7398,"-218hard/-286970soft"
7399,"-206hard/-284306soft"
7500,"-204hard/-274389soft"
7500,"-202hard/-275323soft"
7501,"-202hard/-274646soft"
7525,"-201hard/-274016soft"
7549,"-199hard/-282431soft"
7551,"-198hard/-281181soft"
7552,"-197hard/-281151soft"
7552,"-196hard/-280634soft"
7579,"-195hard/-281929soft"
7613,"-194hard/-277173soft"
7614,"-194hard/-276494soft"
7618,"-194hard/-276053soft"
7640,"-188hard/-278770soft"
7640,"-187hard/-277287soft"
7684,"-186hard/-276272soft"
7684,"-185hard/-276929soft"
7685,"-184hard/-277182soft"
7692,"-183hard/-284051soft"
7693,"-182hard/-284630soft"
7695,"-181hard/-287394soft"
7696,"-181hard/-287073soft"
7735,"-181hard/-283911soft"
7735,"-177hard/-284393soft"
7758,"-177hard/-273531soft"
7785,"-176hard/-277140soft"
7786,"-174hard/-277069soft"
7787,"-174hard/-277018soft"
7789,"-171hard/-278132soft"
7854,"-171hard/-270798soft"
7854,"-170hard/-270442soft"
7855,"-169hard/-270952soft"
7927,"-168hard/-274435soft"
7927,"-167hard/-274404soft"
7949,"-167hard/-273346soft"
7949,"-167hard/-272749soft"
7950,"-166hard/-272418soft"
7958,"-166hard/-269752soft"
7958,"-165hard/-269853soft"
7959,"-160hard/-270032soft"
8045,"-158hard/-271821soft"
8046,"-157hard/-271478soft"
8051,"-156hard/-275819soft"
8051,"-153hard/-273650soft"
8070,"-153hard/-266074soft"
8073,"-152hard/-263461soft"
8073,"-151hard/-263574soft"
8109,"-149hard/-270631soft"
8145,"-149hard/-261416soft"
8235,"-148hard/-260845soft"
8239,"-147hard/-262348soft"
8239,"-147hard/-262082soft"
8309,"-147hard/-258765soft"
8310,"-147hard/-258556soft"
8311,"-146hard/-260807soft"
8312,"-144hard/-261761soft"
8315,"-143hard/-261538soft"
8347,"-141hard/-260178soft"
8348,"-140hard/-260330soft"
8390,"-140hard/-258229soft"
8391,"-138hard/-257060soft"
8391,"-136hard/-256476soft"
8522,"-136hard/-252904soft"
8558,"-135hard/-258016soft"
8559,"-135hard/-257830soft"
8583,"-134hard/-263171soft"
8598,"-133hard/-266278soft"
8628,"-133hard/-261515soft"
8636,"-132hard/-261052soft"
8674,"-132hard/-258999soft"
8675,"-132hard/-258890soft"
8676,"-131hard/-257206soft"
8678,"-129hard/-257997soft"
8680,"-128hard/-258407soft"
8776,"-128hard/-255672soft"
8778,"-128hard/-255618soft"
8865,"-127hard/-251464soft"
8916,"-126hard/-256657soft"
8917,"-125hard/-256752soft"
8919,"-125hard/-255454soft"
8986,"-125hard/-251753soft"
9010,"-124hard/-256853soft"
9014,"-124hard/-255572soft"
9062,"-124hard/-255541soft"
9063,"-124hard/-255159soft"
9109,"-124hard/-252913soft"
9109,"-124hard/-252670soft"
9110,"-123hard/-250547soft"
9111,"-123hard/-249253soft"
9131,"-122hard/-255603soft"
9150,"-121hard/-255183soft"
9199,"-121hard/-250877soft"
9202,"-121hard/-250300soft"
9240,"-121hard/-247331soft"
9242,"-121hard/-246441soft"
9243,"-121hard/-246434soft"
9243,"-121hard/-246411soft"
9245,"-120hard/-247176soft"
9260,"-120hard/-246881soft"
9280,"-119hard/-248108soft"
9319,"-118hard/-250246soft"
9322,"-118hard/-249802soft"
9329,"-118hard/-248711soft"
9330,"-116hard/-249171soft"
9394,"-116hard/-246255soft"
9405,"-115hard/-247482soft"
9444,"-114hard/-244510soft"
9484,"-113hard/-247731soft"
9485,"-113hard/-247265soft"
9490,"-108hard/-246622soft"
9491,"-108hard/-246370soft"
9599,"-108hard/-245161soft"
9673,"-106hard/-243660soft"
9691,"-106hard/-243455soft"
9797,"-106hard/-241268soft"
9801,"-105hard/-242808soft"
9801,"-103hard/-242284soft"
9801,"-102hard/-242133soft"
9964,"-101hard/-242323soft"
9965,"-101hard/-242164soft"
9992,"-101hard/-241737soft"
10041,"-100hard/-246527soft"
10047,"-100hard/-245562soft"
10047,"-100hard/-243812soft"
10053,"-97hard/-245669soft"
10153,"-97hard/-242070soft"
10200,"-97hard/-241137soft"
10345,"-95hard/-236404soft"
10363,"-94hard/-238945soft"
10406,"-94hard/-236441soft"
10464,"-94hard/-232354soft"
10465,"-94hard/-232254soft"
10465,"-92hard/-232198soft"
10624,"-91hard/-233501soft"
10642,"-91hard/-233422soft"
10652,"-90hard/-232100soft"
10654,"-89hard/-233752soft"
10655,"-86hard/-232381soft"
10803,"-86hard/-232073soft"
10856,"-85hard/-233462soft"
10857,"-85hard/-233320soft"
10915,"-85hard/-232900soft"
10972,"-85hard/-232045soft"
10974,"-84hard/-232469soft"
10974,"-83hard/-232097soft"
11061,"-81hard/-228153soft"
11290,"-80hard/-232204soft"
11291,"-80hard/-231730soft"
11335,"-80hard/-228387soft"
11402,"-80hard/-227920soft"
11403,"-80hard/-227918soft"
11405,"-79hard/-229202soft"
11408,"-79hard/-228680soft"
11410,"-79hard/-228395soft"
11489,"-78hard/-230114soft"
11490,"-77hard/-230572soft"
11492,"-77hard/-230303soft"
11563,"-76hard/-229598soft"
11797,"-76hard/-228558soft"
11798,"-74hard/-228545soft"
11803,"-72hard/-228831soft"
11803,"-72hard/-228319soft"
11804,"-72hard/-226530soft"
11890,"-72hard/-225375soft"
12261,"-72hard/-225147soft"
12307,"-72hard/-222324soft"
12392,"-71hard/-225445soft"
12393,"-70hard/-225229soft"
12439,"-69hard/-222914soft"
12582,"-69hard/-222891soft"
12635,"-69hard/-219985soft"
12654,"-69hard/-219767soft"
12659,"-67hard/-221064soft"
12910,"-66hard/-223375soft"
12957,"-66hard/-221229soft"
13006,"-65hard/-223599soft"
13169,"-65hard/-223593soft"
13208,"-65hard/-221079soft"
13323,"-65hard/-220703soft"
13354,"-65hard/-220418soft"
13355,"-65hard/-220183soft"
13356,"-65hard/-219627soft"
13383,"-64hard/-220438soft"
13431,"-64hard/-219195soft"
13431,"-64hard/-219188soft"
13458,"-64hard/-218045soft"
13483,"-63hard/-217772soft"
13583,"-62hard/-220781soft"
13584,"-62hard/-220737soft"
13657,"-62hard/-218888soft"
13713,"-62hard/-218468soft"
13725,"-62hard/-217991soft"
13726,"-62hard/-217643soft"
13831,"-61hard/-219924soft"
13929,"-60hard/-221818soft"
14057,"-60hard/-221692soft"
14058,"-60hard/-221690soft"
14061,"-59hard/-221928soft"
14062,"-58hard/-221607soft"
14264,"-58hard/-217818soft"
14284,"-57hard/-213709soft"
14404,"-56hard/-217458soft"
14513,"-54hard/-217206soft"
14734,"-53hard/-218116soft"
14747,"-53hard/-216215soft"
14809,"-52hard/-219398soft"
14821,"-52hard/-219304soft"
14936,"-52hard/-217249soft"
14936,"-51hard/-216983soft"
15217,"-51hard/-212770soft"
15392,"-51hard/-212063soft"
15405,"-50hard/-212457soft"
15406,"-50hard/-212363soft"
15631,"-50hard/-212047soft"
15703,"-50hard/-209982soft"
15798,"-49hard/-210807soft"
15854,"-48hard/-210574soft"
15854,"-48hard/-210091soft"
15894,"-47hard/-209941soft"
16431,"-46hard/-209601soft"
16432,"-46hard/-209532soft"
16434,"-45hard/-209732soft"
16692,"-45hard/-209395soft"
16937,"-44hard/-210389soft"
16959,"-44hard/-208821soft"
16959,"-44hard/-208057soft"
16996,"-44hard/-207564soft"
17025,"-43hard/-208139soft"
17039,"-42hard/-209427soft"
17039,"-42hard/-209391soft"
17040,"-41hard/-209055soft"
17040,"-41hard/-208612soft"
17489,"-40hard/-211675soft"
17904,"-40hard/-203952soft"
17906,"-40hard/-203885soft"
17985,"-40hard/-203376soft"
18073,"-40hard/-201914soft"
18077,"-40hard/-201693soft"
18078,"-38hard/-201384soft"
18256,"-37hard/-203121soft"
18259,"-35hard/-204119soft"
18260,"-34hard/-203032soft"
19386,"-33hard/-205814soft"
19386,"-33hard/-205710soft"
19462,"-32hard/-205472soft"
19605,"-32hard/-202923soft"
19729,"-31hard/-203385soft"
19862,"-30hard/-205431soft"
19865,"-30hard/-205082soft"
19971,"-29hard/-202023soft"
