"timeMillisSpent","score"
14,"-7hard/-21499soft"
54,"0hard/-24603soft"
120,"0hard/-24243soft"
186,"0hard/-23684soft"
260,"0hard/-23492soft"
338,"0hard/-23286soft"
418,"0hard/-22612soft"
517,"0hard/-22305soft"
639,"0hard/-22052soft"
763,"0hard/-21893soft"
880,"0hard/-21838soft"
1018,"0hard/-21717soft"
1126,"0hard/-21708soft"
1562,"0hard/-21404soft"
1665,"0hard/-20192soft"
1771,"0hard/-20127soft"
1875,"0hard/-20064soft"
1975,"0hard/-19887soft"
2095,"0hard/-19811soft"
2218,"0hard/-19557soft"
2337,"0hard/-19503soft"
2893,"0hard/-19382soft"
3000,"0hard/-19258soft"
