"timeMillisSpent","score"
530,"-150hard/-49144soft"
544,"-113hard/-56141soft"
609,"-108hard/-121258soft"
610,"-104hard/-120680soft"
610,"-98hard/-122827soft"
611,"-96hard/-122703soft"
612,"-96hard/-122227soft"
612,"-95hard/-122561soft"
850,"-94hard/-118002soft"
850,"-94hard/-117716soft"
857,"-77hard/-117401soft"
857,"-77hard/-117392soft"
858,"-76hard/-124333soft"
1080,"-76hard/-120256soft"
1172,"-74hard/-117285soft"
1236,"-73hard/-126852soft"
1263,"-72hard/-121652soft"
1319,"-70hard/-125424soft"
1320,"-69hard/-125967soft"
1320,"-68hard/-126022soft"
1321,"-68hard/-125914soft"
1428,"-68hard/-123938soft"
1549,"-67hard/-119847soft"
1550,"-67hard/-119316soft"
1598,"-66hard/-126311soft"
1606,"-65hard/-124165soft"
1640,"-64hard/-124920soft"
1641,"-64hard/-124406soft"
1642,"-64hard/-123696soft"
1653,"-63hard/-125186soft"
1654,"-63hard/-124159soft"
1654,"-63hard/-124138soft"
1654,"-60hard/-123760soft"
1654,"-59hard/-123203soft"
1874,"-59hard/-116392soft"
1888,"-58hard/-118895soft"
1888,"-58hard/-117778soft"
1889,"-58hard/-117363soft"
1889,"-57hard/-118020soft"
1938,"-56hard/-117208soft"
2038,"-56hard/-116715soft"
2051,"-54hard/-115060soft"
2187,"-51hard/-112493soft"
2195,"-47hard/-114813soft"
2721,"-47hard/-114010soft"
2721,"-46hard/-113872soft"
2746,"-45hard/-117260soft"
2746,"-45hard/-117243soft"
2864,"-45hard/-111037soft"
2865,"-43hard/-110168soft"
2866,"-42hard/-110336soft"
2980,"-42hard/-109803soft"
3070,"-40hard/-111877soft"
3223,"-39hard/-116822soft"
3223,"-39hard/-116715soft"
3339,"-39hard/-115247soft"
3340,"-39hard/-115190soft"
3353,"-39hard/-106691soft"
3359,"-38hard/-107457soft"
3486,"-37hard/-112831soft"
3492,"-37hard/-112468soft"
3492,"-37hard/-111674soft"
3632,"-37hard/-107361soft"
3634,"-37hard/-106135soft"
3640,"-36hard/-107079soft"
3804,"-36hard/-106770soft"
3804,"-35hard/-106495soft"
3927,"-35hard/-100260soft"
3944,"-34hard/-108073soft"
4001,"-34hard/-106251soft"
4097,"-34hard/-105419soft"
4131,"-34hard/-104868soft"
4150,"-33hard/-110017soft"
4151,"-32hard/-109790soft"
4271,"-32hard/-103165soft"
4272,"-32hard/-103064soft"
4301,"-30hard/-107101soft"
4355,"-30hard/-106584soft"
4376,"-30hard/-104066soft"
4494,"-30hard/-103274soft"
4496,"-30hard/-102398soft"
4497,"-28hard/-102529soft"
4508,"-27hard/-99679soft"
4511,"-27hard/-98952soft"
5044,"-26hard/-101436soft"
5218,"-25hard/-101056soft"
5294,"-23hard/-104845soft"
5305,"-22hard/-106396soft"
5839,"-22hard/-101639soft"
5979,"-22hard/-99336soft"
6009,"-22hard/-97733soft"
6189,"-21hard/-95763soft"
6225,"-20hard/-97146soft"
6308,"-19hard/-98829soft"
6414,"-19hard/-98010soft"
6414,"-17hard/-96676soft"
6415,"-16hard/-96805soft"
6415,"-16hard/-96628soft"
6624,"-16hard/-95730soft"
7449,"-16hard/-95279soft"
7449,"-16hard/-94631soft"
7455,"-15hard/-95777soft"
7501,"-15hard/-93735soft"
7502,"-14hard/-95081soft"
8020,"-14hard/-92089soft"
8043,"-14hard/-91024soft"
8043,"-14hard/-91004soft"
8045,"-13hard/-90895soft"
8046,"-13hard/-89774soft"
8047,"-12hard/-91074soft"
8551,"-11hard/-90803soft"
9025,"-10hard/-94751soft"
9026,"-10hard/-93921soft"
9026,"-10hard/-93859soft"
9238,"-10hard/-93240soft"
9238,"-10hard/-92951soft"
9265,"-10hard/-92647soft"
9451,"-10hard/-92612soft"
9452,"-9hard/-92798soft"
9483,"-9hard/-91831soft"
9871,"-8hard/-91929soft"
9871,"-8hard/-91592soft"
9952,"-8hard/-91298soft"
9952,"-8hard/-90834soft"
