"timeMillisSpent","score"
5601,"-423hard/-90776soft"
5610,"-423hard/-90744soft"
5618,"-422hard/-92178soft"
5626,"-420hard/-96000soft"
5646,"-416hard/-99024soft"
5650,"-370hard/-106873soft"
5658,"-356hard/-112451soft"
5658,"-356hard/-112375soft"
5666,"-354hard/-113615soft"
5674,"-352hard/-114215soft"
5690,"-351hard/-116450soft"
5690,"-351hard/-116445soft"
5698,"-350hard/-117118soft"
5706,"-348hard/-117070soft"
5714,"-347hard/-119065soft"
5714,"-310hard/-125875soft"
5754,"-305hard/-131751soft"
5795,"-303hard/-132909soft"
5795,"-301hard/-132610soft"
5803,"-300hard/-133882soft"
5803,"-300hard/-133491soft"
5803,"-299hard/-134128soft"
5811,"-298hard/-135329soft"
5819,"-291hard/-137523soft"
5819,"-270hard/-142807soft"
5827,"-269hard/-144918soft"
5827,"-267hard/-145222soft"
5827,"-266hard/-147069soft"
5835,"-264hard/-147845soft"
5847,"-263hard/-147557soft"
5851,"-253hard/-154958soft"
5859,"-246hard/-158222soft"
5884,"-234hard/-166741soft"
5900,"-232hard/-171190soft"
5900,"-217hard/-172563soft"
5908,"-213hard/-180403soft"
5908,"-212hard/-180480soft"
5916,"-211hard/-180382soft"
5916,"-209hard/-180852soft"
5916,"-209hard/-179784soft"
5924,"-207hard/-179321soft"
5932,"-207hard/-178914soft"
5932,"-207hard/-178867soft"
5932,"-206hard/-177521soft"
5932,"-197hard/-178485soft"
5940,"-196hard/-178615soft"
5947,"-196hard/-178438soft"
5948,"-195hard/-178386soft"
5948,"-195hard/-177765soft"
5948,"-195hard/-177653soft"
5948,"-195hard/-177564soft"
5956,"-194hard/-177636soft"
5956,"-194hard/-177484soft"
5956,"-192hard/-178166soft"
5964,"-189hard/-180628soft"
5964,"-188hard/-180622soft"
5972,"-188hard/-180194soft"
5972,"-188hard/-180160soft"
5972,"-186hard/-181274soft"
5972,"-184hard/-182000soft"
5980,"-184hard/-181548soft"
5980,"-184hard/-181522soft"
5980,"-184hard/-180848soft"
5988,"-184hard/-180476soft"
5996,"-181hard/-181607soft"
6004,"-181hard/-181564soft"
6004,"-180hard/-184738soft"
6004,"-180hard/-184193soft"
6013,"-179hard/-183934soft"
6021,"-178hard/-184379soft"
6029,"-176hard/-187064soft"
6037,"-175hard/-187820soft"
6037,"-175hard/-187542soft"
6037,"-174hard/-187963soft"
6037,"-174hard/-187924soft"
6053,"-173hard/-188290soft"
6053,"-173hard/-187531soft"
6061,"-172hard/-187593soft"
6069,"-170hard/-187341soft"
6085,"-169hard/-188739soft"
6093,"-168hard/-190111soft"
6093,"-167hard/-190455soft"
6093,"-153hard/-193867soft"
6101,"-153hard/-193375soft"
6109,"-153hard/-192927soft"
6117,"-152hard/-194631soft"
6117,"-151hard/-194341soft"
6117,"-149hard/-193145soft"
6117,"-140hard/-194850soft"
6125,"-139hard/-196230soft"
6133,"-138hard/-196668soft"
6133,"-136hard/-197065soft"
6133,"-130hard/-197284soft"
6141,"-122hard/-197504soft"
6150,"-112hard/-199545soft"
6150,"-108hard/-200401soft"
6166,"-106hard/-204845soft"
6182,"-103hard/-203675soft"
6182,"-103hard/-203644soft"
6190,"-102hard/-203165soft"
6198,"-102hard/-202967soft"
6206,"-102hard/-202918soft"
6206,"-102hard/-202134soft"
6206,"-102hard/-201992soft"
6206,"-102hard/-201975soft"
6206,"-100hard/-201732soft"
6206,"-98hard/-201284soft"
6206,"-95hard/-201284soft"
6206,"-94hard/-201305soft"
6214,"-94hard/-201275soft"
6214,"-93hard/-201331soft"
6214,"-93hard/-201253soft"
6214,"-93hard/-201075soft"
6222,"-93hard/-201039soft"
6222,"-93hard/-200829soft"
6230,"-93hard/-200551soft"
6239,"-91hard/-200522soft"
6247,"-90hard/-200522soft"
6247,"-90hard/-200212soft"
6247,"-89hard/-200079soft"
6247,"-86hard/-199087soft"
6271,"-77hard/-197340soft"
6271,"-76hard/-197111soft"
6279,"-74hard/-196238soft"
6279,"-72hard/-197264soft"
6303,"-72hard/-196977soft"
6303,"-70hard/-197703soft"
6303,"-70hard/-196873soft"
6311,"-70hard/-196706soft"
6311,"-70hard/-196499soft"
6311,"-69hard/-196613soft"
6319,"-69hard/-196597soft"
6319,"-69hard/-196103soft"
6319,"-69hard/-195818soft"
6328,"-69hard/-195773soft"
6329,"-69hard/-195400soft"
6333,"-68hard/-195198soft"
6338,"-67hard/-195152soft"
6338,"-66hard/-195261soft"
6343,"-66hard/-194697soft"
6343,"-66hard/-194386soft"
6343,"-65hard/-193852soft"
6347,"-64hard/-194870soft"
6351,"-64hard/-194771soft"
6351,"-64hard/-194659soft"
6359,"-63hard/-194251soft"
6383,"-63hard/-193921soft"
6383,"-63hard/-193889soft"
6391,"-63hard/-193664soft"
6391,"-61hard/-193928soft"
6399,"-58hard/-193502soft"
6407,"-58hard/-192551soft"
6407,"-54hard/-191639soft"
6440,"-53hard/-195091soft"
6441,"-53hard/-194752soft"
6441,"-53hard/-194654soft"
6441,"-53hard/-194489soft"
6448,"-53hard/-194221soft"
