"timeMillisSpent","score"
14,"-7hard/-21499soft"
18,"-6hard/-23055soft"
18,"-6hard/-21498soft"
19,"-5hard/-22327soft"
21,"0hard/-23987soft"
570,"0hard/-23553soft"
970,"0hard/-23551soft"
986,"0hard/-23273soft"
1058,"0hard/-23171soft"
1092,"0hard/-23162soft"
1092,"0hard/-23137soft"
1096,"0hard/-22918soft"
1096,"0hard/-22627soft"
1113,"0hard/-22164soft"
1114,"0hard/-22089soft"
1345,"0hard/-22087soft"
1346,"0hard/-21771soft"
1687,"0hard/-21755soft"
1688,"0hard/-21351soft"
2242,"0hard/-21135soft"
2247,"0hard/-21105soft"
2259,"0hard/-20747soft"
2978,"0hard/-20627soft"
2986,"0hard/-20542soft"
3056,"0hard/-20522soft"
3123,"0hard/-20518soft"
3124,"0hard/-20369soft"
3284,"0hard/-20021soft"
4024,"0hard/-19929soft"
4085,"0hard/-19845soft"
4086,"0hard/-19728soft"
4644,"0hard/-19693soft"
4841,"0hard/-19650soft"
5563,"0hard/-19608soft"
5861,"0hard/-19545soft"
5900,"0hard/-19318soft"
6819,"0hard/-19206soft"
7543,"0hard/-19140soft"
7984,"0hard/-18976soft"
8154,"0hard/-18877soft"
8187,"0hard/-18615soft"
8970,"0hard/-18611soft"
9331,"0hard/-18541soft"
9760,"0hard/-18482soft"
9974,"0hard/-18452soft"
