"timeMillisSpent","score"
97,"-48hard/-32691soft"
181,"-25hard/-38218soft"
270,"-15hard/-38218soft"
372,"-11hard/-39620soft"
481,"-7hard/-40401soft"
616,"-5hard/-39738soft"
730,"-3hard/-39346soft"
855,"-1hard/-39216soft"
986,"-1hard/-38710soft"
1140,"-1hard/-38315soft"
1286,"0hard/-38943soft"
1449,"0hard/-38336soft"
1564,"0hard/-38034soft"
1675,"0hard/-37334soft"
1844,"0hard/-36782soft"
1980,"0hard/-36295soft"
2117,"0hard/-35679soft"
2240,"0hard/-35363soft"
2362,"0hard/-35178soft"
2479,"0hard/-34699soft"
2591,"0hard/-34575soft"
2712,"0hard/-34376soft"
2825,"0hard/-34225soft"
2929,"0hard/-33741soft"
3000,"0hard/-33689soft"
