"timeMillisSpent","score"
5561,"-423hard/-90776soft"
5741,"-406hard/-92036soft"
6008,"-355hard/-98799soft"
6175,"-308hard/-104888soft"
6342,"-262hard/-110989soft"
6444,"-253hard/-112317soft"
6548,"-233hard/-115172soft"
6631,"-227hard/-121038soft"
6692,"-220hard/-121168soft"
6747,"-202hard/-128323soft"
6795,"-189hard/-130536soft"
6844,"-183hard/-136497soft"
6891,"-181hard/-136751soft"
6935,"-176hard/-138068soft"
6975,"-169hard/-140260soft"
7025,"-163hard/-141882soft"
7073,"-153hard/-141882soft"
7114,"-151hard/-142535soft"
7154,"-146hard/-142535soft"
7191,"-141hard/-145885soft"
7226,"-131hard/-147145soft"
7264,"-99hard/-149460soft"
7299,"-94hard/-149572soft"
7332,"-93hard/-149571soft"
7367,"-91hard/-149395soft"
7401,"-80hard/-149395soft"
7431,"-77hard/-150007soft"
7468,"-74hard/-149595soft"
7502,"-73hard/-148020soft"
7535,"-72hard/-148020soft"
7567,"-61hard/-148020soft"
7599,"-60hard/-148912soft"
7629,"-58hard/-149096soft"
7661,"-52hard/-152446soft"
7694,"-42hard/-152446soft"
7725,"-41hard/-152327soft"
7756,"-34hard/-154155soft"
7785,"-32hard/-153686soft"
7814,"-31hard/-153686soft"
7844,"-30hard/-153505soft"
7876,"-29hard/-153505soft"
7908,"-23hard/-156577soft"
7938,"-22hard/-156577soft"
7967,"-22hard/-156469soft"
7997,"-22hard/-156396soft"
8027,"-21hard/-156396soft"
8058,"-20hard/-156894soft"
8086,"-18hard/-156894soft"
8117,"-18hard/-155998soft"
8146,"-18hard/-155251soft"
8174,"-17hard/-155484soft"
8202,"-17hard/-155157soft"
8234,"-17hard/-154159soft"
8263,"-16hard/-154866soft"
8321,"-16hard/-154803soft"
8350,"-16hard/-153788soft"
8377,"-15hard/-155074soft"
8433,"-15hard/-155011soft"
8460,"-13hard/-156158soft"
8487,"-11hard/-156158soft"
8516,"-10hard/-156158soft"
8572,"-10hard/-155979soft"
8602,"-10hard/-155898soft"
8629,"-10hard/-155793soft"
8657,"-10hard/-155065soft"
8686,"-10hard/-155034soft"
