"timeMillisSpent","score"
512,"-142hard/-46606soft"
524,"-136hard/-52581soft"
526,"-115hard/-60368soft"
656,"-113hard/-120517soft"
656,"-113hard/-119585soft"
658,"-113hard/-118182soft"
673,"-102hard/-124355soft"
762,"-100hard/-124973soft"
820,"-97hard/-120358soft"
877,"-89hard/-123410soft"
878,"-88hard/-124242soft"
879,"-85hard/-124855soft"
893,"-75hard/-121276soft"
894,"-74hard/-119597soft"
894,"-73hard/-119016soft"
1276,"-67hard/-118047soft"
1479,"-65hard/-116938soft"
1480,"-63hard/-116893soft"
1529,"-63hard/-116016soft"
1529,"-61hard/-114466soft"
1530,"-59hard/-114154soft"
1530,"-59hard/-113259soft"
1531,"-59hard/-112623soft"
1572,"-58hard/-121476soft"
1652,"-51hard/-116338soft"
1741,"-50hard/-113167soft"
1744,"-49hard/-114847soft"
1746,"-48hard/-113149soft"
1778,"-47hard/-111521soft"
1779,"-46hard/-113556soft"
1779,"-42hard/-115088soft"
1896,"-41hard/-108608soft"
1996,"-41hard/-108286soft"
1997,"-40hard/-109075soft"
1997,"-39hard/-109974soft"
2207,"-39hard/-108228soft"
2485,"-38hard/-111358soft"
2529,"-38hard/-107667soft"
2529,"-38hard/-107120soft"
2600,"-37hard/-111877soft"
2614,"-36hard/-108351soft"
2806,"-35hard/-109497soft"
2861,"-35hard/-105607soft"
2938,"-34hard/-108205soft"
2958,"-34hard/-106272soft"
2974,"-32hard/-108381soft"
2975,"-31hard/-109309soft"
2975,"-31hard/-108591soft"
3047,"-30hard/-104658soft"
3450,"-30hard/-103096soft"
3495,"-29hard/-104198soft"
3495,"-29hard/-104054soft"
3495,"-28hard/-103452soft"
3587,"-28hard/-100882soft"
3590,"-28hard/-99337soft"
3719,"-27hard/-104339soft"
3720,"-27hard/-103977soft"
3720,"-26hard/-103205soft"
3720,"-26hard/-102920soft"
3856,"-25hard/-99978soft"
3858,"-23hard/-101282soft"
4171,"-22hard/-102529soft"
4364,"-21hard/-102000soft"
4365,"-19hard/-102668soft"
4365,"-18hard/-101786soft"
5109,"-18hard/-97301soft"
5153,"-18hard/-96344soft"
5226,"-17hard/-96867soft"
5333,"-16hard/-93873soft"
5560,"-15hard/-99083soft"
5728,"-15hard/-95786soft"
5914,"-14hard/-97158soft"
6092,"-14hard/-96814soft"
6093,"-14hard/-96605soft"
6093,"-14hard/-96241soft"
6120,"-14hard/-95791soft"
6299,"-14hard/-94871soft"
6300,"-14hard/-93983soft"
6301,"-13hard/-94970soft"
6302,"-12hard/-94866soft"
7220,"-11hard/-96269soft"
7221,"-11hard/-96215soft"
7398,"-11hard/-96108soft"
7399,"-11hard/-95487soft"
7401,"-11hard/-95217soft"
7401,"-11hard/-95194soft"
7419,"-11hard/-94302soft"
7419,"-11hard/-94272soft"
7601,"-11hard/-94221soft"
7633,"-10hard/-94309soft"
7640,"-10hard/-93951soft"
7786,"-9hard/-95610soft"
7817,"-9hard/-94654soft"
7858,"-9hard/-92816soft"
7858,"-9hard/-92465soft"
7859,"-9hard/-91714soft"
7860,"-9hard/-90095soft"
8084,"-7hard/-92019soft"
8304,"-7hard/-92004soft"
8305,"-6hard/-91829soft"
9197,"-6hard/-91714soft"
9197,"-6hard/-91162soft"
9198,"-6hard/-91110soft"
9199,"-5hard/-91300soft"
9972,"-5hard/-91274soft"
