"timeMillisSpent","score"
5876,"-423hard/-90776soft"
5900,"-423hard/-90744soft"
5908,"-422hard/-92178soft"
5948,"-421hard/-117832soft"
5948,"-421hard/-116791soft"
5972,"-417hard/-120127soft"
5972,"-415hard/-122979soft"
5980,"-413hard/-124531soft"
6036,"-390hard/-143135soft"
6036,"-386hard/-143232soft"
6164,"-374hard/-224403soft"
6164,"-373hard/-225031soft"
6172,"-372hard/-228826soft"
6332,"-367hard/-243371soft"
6343,"-366hard/-248026soft"
6359,"-360hard/-254685soft"
6391,"-359hard/-259210soft"
6391,"-357hard/-257588soft"
6407,"-356hard/-262077soft"
6407,"-348hard/-260763soft"
6439,"-348hard/-256094soft"
6447,"-347hard/-255986soft"
6480,"-346hard/-257011soft"
6504,"-346hard/-255210soft"
6528,"-346hard/-254342soft"
6528,"-346hard/-254225soft"
6536,"-343hard/-254902soft"
6576,"-342hard/-263106soft"
6584,"-340hard/-263078soft"
6600,"-338hard/-265978soft"
6608,"-334hard/-266152soft"
6616,"-327hard/-268917soft"
6616,"-326hard/-269473soft"
6640,"-325hard/-274694soft"
6648,"-325hard/-274570soft"
6664,"-318hard/-268487soft"
6680,"-317hard/-269904soft"
6689,"-315hard/-270259soft"
6704,"-315hard/-270131soft"
6704,"-314hard/-270188soft"
6704,"-314hard/-269943soft"
6712,"-314hard/-269488soft"
6712,"-313hard/-268707soft"
6720,"-313hard/-268343soft"
6720,"-313hard/-268328soft"
6728,"-311hard/-265057soft"
6728,"-311hard/-264797soft"
6744,"-310hard/-267606soft"
6744,"-310hard/-267387soft"
6744,"-310hard/-266907soft"
6752,"-310hard/-266523soft"
6752,"-310hard/-265574soft"
6752,"-310hard/-265533soft"
6752,"-310hard/-265228soft"
6760,"-310hard/-264709soft"
6760,"-308hard/-265626soft"
6768,"-308hard/-263956soft"
6768,"-304hard/-263496soft"
6768,"-302hard/-263307soft"
6784,"-300hard/-260329soft"
6784,"-299hard/-261850soft"
6792,"-298hard/-264773soft"
6792,"-297hard/-265589soft"
