"timeMillisSpent","score"
83,"-48hard/-32691soft"
89,"-47hard/-35527soft"
104,"-41hard/-40587soft"
114,"-22hard/-52654soft"
158,"-20hard/-54512soft"
161,"-20hard/-53188soft"
161,"-19hard/-54464soft"
167,"-19hard/-54360soft"
167,"-18hard/-54209soft"
171,"-18hard/-52160soft"
172,"-17hard/-50495soft"
173,"-16hard/-52111soft"
174,"-15hard/-49817soft"
175,"-14hard/-49249soft"
181,"-14hard/-48565soft"
181,"-12hard/-47964soft"
181,"-12hard/-47928soft"
191,"-12hard/-47302soft"
192,"-12hard/-47177soft"
193,"-11hard/-47631soft"
202,"-11hard/-47538soft"
202,"-11hard/-47271soft"
202,"-10hard/-47269soft"
206,"-10hard/-46054soft"
210,"-9hard/-47133soft"
217,"-9hard/-46881soft"
222,"-9hard/-46467soft"
223,"-8hard/-45472soft"
259,"-8hard/-44633soft"
265,"-7hard/-45620soft"
266,"-6hard/-45124soft"
266,"-6hard/-44800soft"
327,"-5hard/-47111soft"
330,"-5hard/-46264soft"
330,"-5hard/-45945soft"
375,"-5hard/-45931soft"
379,"-5hard/-45888soft"
388,"-4hard/-42241soft"
463,"-4hard/-42015soft"
474,"-3hard/-41824soft"
481,"-2hard/-41563soft"
482,"-2hard/-41327soft"
487,"0hard/-42560soft"
501,"0hard/-42008soft"
531,"0hard/-41672soft"
627,"0hard/-41547soft"
628,"0hard/-40926soft"
629,"0hard/-40774soft"
639,"0hard/-39731soft"
673,"0hard/-39508soft"
690,"0hard/-39286soft"
720,"0hard/-39242soft"
731,"0hard/-38823soft"
732,"0hard/-38745soft"
748,"0hard/-38704soft"
777,"0hard/-38663soft"
793,"0hard/-38633soft"
795,"0hard/-38507soft"
803,"0hard/-38485soft"
804,"0hard/-38348soft"
807,"0hard/-37882soft"
807,"0hard/-37869soft"
808,"0hard/-37667soft"
879,"0hard/-37570soft"
880,"0hard/-37502soft"
921,"0hard/-37169soft"
921,"0hard/-37136soft"
950,"0hard/-37096soft"
969,"0hard/-36800soft"
969,"0hard/-36654soft"
1014,"0hard/-36651soft"
1016,"0hard/-36578soft"
1040,"0hard/-36319soft"
1043,"0hard/-36298soft"
1051,"0hard/-36209soft"
1079,"0hard/-36202soft"
1081,"0hard/-36183soft"
1082,"0hard/-35967soft"
1089,"0hard/-35939soft"
1089,"0hard/-35879soft"
1154,"0hard/-35808soft"
1159,"0hard/-35647soft"
1165,"0hard/-35555soft"
1170,"0hard/-35485soft"
1196,"0hard/-35372soft"
1196,"0hard/-35295soft"
1208,"0hard/-35239soft"
1209,"0hard/-35134soft"
1211,"0hard/-35016soft"
1212,"0hard/-34908soft"
1329,"0hard/-34334soft"
1386,"0hard/-34244soft"
1387,"0hard/-34223soft"
1397,"0hard/-34202soft"
1402,"0hard/-33930soft"
1516,"0hard/-33923soft"
1524,"0hard/-33899soft"
1537,"0hard/-33879soft"
1542,"0hard/-33626soft"
1555,"0hard/-33541soft"
1560,"0hard/-33500soft"
1567,"0hard/-33479soft"
1578,"0hard/-33325soft"
1602,"0hard/-33292soft"
1610,"0hard/-33226soft"
1611,"0hard/-33209soft"
1631,"0hard/-33198soft"
1641,"0hard/-33156soft"
1653,"0hard/-33125soft"
1667,"0hard/-33102soft"
1669,"0hard/-32918soft"
1689,"0hard/-32886soft"
1727,"0hard/-32805soft"
1729,"0hard/-32801soft"
1746,"0hard/-32723soft"
1782,"0hard/-32716soft"
1803,"0hard/-32566soft"
1902,"0hard/-32537soft"
1923,"0hard/-32517soft"
1933,"0hard/-32506soft"
1934,"0hard/-32361soft"
1995,"0hard/-32359soft"
1997,"0hard/-32327soft"
2053,"0hard/-32272soft"
2059,"0hard/-32128soft"
2077,"0hard/-32068soft"
2136,"0hard/-31959soft"
2212,"0hard/-31686soft"
2294,"0hard/-31683soft"
2298,"0hard/-31662soft"
2390,"0hard/-31604soft"
2391,"0hard/-31570soft"
2444,"0hard/-31564soft"
2446,"0hard/-31453soft"
2462,"0hard/-31370soft"
2506,"0hard/-31368soft"
2515,"0hard/-31221soft"
2605,"0hard/-31179soft"
2607,"0hard/-31161soft"
2607,"0hard/-31025soft"
2889,"0hard/-30947soft"
2894,"0hard/-30924soft"
3063,"0hard/-30916soft"
3066,"0hard/-30863soft"
3110,"0hard/-30840soft"
3163,"0hard/-30738soft"
3165,"0hard/-30656soft"
3244,"0hard/-30596soft"
3345,"0hard/-30551soft"
3376,"0hard/-30494soft"
3583,"0hard/-30425soft"
3765,"0hard/-30397soft"
3926,"0hard/-30309soft"
4302,"0hard/-30256soft"
4599,"0hard/-30250soft"
4767,"0hard/-30248soft"
