"timeMillisSpent","score"
5584,"-423hard/-90776soft"
5761,"-406hard/-92036soft"
6034,"-355hard/-98799soft"
6212,"-308hard/-104888soft"
6388,"-262hard/-110989soft"
6502,"-253hard/-112317soft"
6615,"-233hard/-115172soft"
6695,"-227hard/-121038soft"
6760,"-220hard/-121168soft"
6824,"-202hard/-128323soft"
6873,"-189hard/-130536soft"
6921,"-183hard/-136497soft"
6969,"-181hard/-136751soft"
7017,"-176hard/-138068soft"
7058,"-169hard/-140260soft"
7114,"-163hard/-141882soft"
7162,"-153hard/-141882soft"
7211,"-151hard/-142535soft"
7251,"-146hard/-142535soft"
7307,"-141hard/-145885soft"
7347,"-131hard/-147145soft"
7388,"-99hard/-149460soft"
7431,"-94hard/-149572soft"
7463,"-93hard/-149571soft"
7504,"-91hard/-149395soft"
7536,"-80hard/-149395soft"
7577,"-77hard/-150007soft"
7631,"-74hard/-149595soft"
7685,"-73hard/-148020soft"
7741,"-72hard/-148020soft"
7792,"-61hard/-148020soft"
7833,"-60hard/-148912soft"
7865,"-58hard/-149096soft"
7898,"-52hard/-152446soft"
7938,"-42hard/-152446soft"
7986,"-41hard/-152327soft"
8027,"-34hard/-154155soft"
8052,"-32hard/-153686soft"
8084,"-31hard/-153686soft"
8117,"-30hard/-153505soft"
8149,"-29hard/-153505soft"
8182,"-23hard/-156577soft"
8215,"-22hard/-156577soft"
8240,"-22hard/-156469soft"
8273,"-22hard/-156396soft"
8305,"-21hard/-156396soft"
8338,"-20hard/-156894soft"
8362,"-18hard/-156894soft"
8411,"-18hard/-155998soft"
8438,"-18hard/-155251soft"
8471,"-17hard/-155484soft"
8495,"-17hard/-155157soft"
8527,"-17hard/-154159soft"
8559,"-16hard/-154866soft"
8617,"-16hard/-154803soft"
8649,"-16hard/-153788soft"
8673,"-15hard/-155074soft"
8739,"-15hard/-155011soft"
8764,"-13hard/-156158soft"
8788,"-11hard/-156158soft"
8821,"-10hard/-156158soft"
8878,"-10hard/-155979soft"
8911,"-10hard/-155898soft"
8938,"-10hard/-155793soft"
8967,"-10hard/-155065soft"
8994,"-10hard/-155034soft"
9024,"-8hard/-154762soft"
9049,"-6hard/-155155soft"
9106,"-4hard/-155216soft"
9139,"-3hard/-155793soft"
9162,"-3hard/-155549soft"
9195,"-3hard/-155501soft"
9220,"-3hard/-155094soft"
9252,"-3hard/-154998soft"
9284,"-3hard/-154875soft"
9318,"-2hard/-154863soft"
9342,"-2hard/-153965soft"
9375,"-2hard/-153790soft"
9399,"-2hard/-153245soft"
9488,"-2hard/-153126soft"
9513,"-2hard/-153124soft"
9545,"-2hard/-152986soft"
9570,"-2hard/-152821soft"
9635,"-2hard/-152733soft"
9691,"-2hard/-152676soft"
9723,"-2hard/-152555soft"
9748,"-2hard/-152380soft"
9780,"-2hard/-152059soft"
9805,"-2hard/-152032soft"
9840,"-1hard/-152717soft"
9862,"-1hard/-152174soft"
9894,"-1hard/-152032soft"
9951,"-1hard/-152010soft"
9984,"-1hard/-151877soft"
10008,"-1hard/-151832soft"
10041,"-1hard/-151720soft"
10065,"-1hard/-151621soft"
10098,"-1hard/-151438soft"
10122,"-1hard/-151427soft"
10188,"-1hard/-151295soft"
10213,"-1hard/-151243soft"
10269,"-1hard/-150802soft"
10302,"-1hard/-150750soft"
10334,"-1hard/-150445soft"
10359,"-1hard/-150103soft"
10392,"-1hard/-150015soft"
10424,"-1hard/-149807soft"
10448,"-1hard/-149090soft"
10481,"-1hard/-148973soft"
10514,"-1hard/-148820soft"
