"timeMillisSpent","score"
523,"-142hard/-46606soft"
537,"-136hard/-52581soft"
540,"-115hard/-60368soft"
674,"-113hard/-120517soft"
675,"-113hard/-119585soft"
677,"-113hard/-118182soft"
695,"-102hard/-124355soft"
787,"-100hard/-124973soft"
843,"-97hard/-120358soft"
901,"-89hard/-123410soft"
901,"-88hard/-124242soft"
903,"-85hard/-124855soft"
917,"-75hard/-121276soft"
918,"-74hard/-119597soft"
918,"-73hard/-119016soft"
1318,"-67hard/-118047soft"
1525,"-65hard/-116938soft"
1526,"-63hard/-116893soft"
1575,"-63hard/-116016soft"
1575,"-61hard/-114466soft"
1576,"-59hard/-114154soft"
1577,"-59hard/-113259soft"
1578,"-59hard/-112623soft"
1620,"-58hard/-121476soft"
1701,"-51hard/-116338soft"
1800,"-50hard/-113167soft"
1803,"-49hard/-114847soft"
1805,"-48hard/-113149soft"
1842,"-47hard/-111521soft"
1844,"-46hard/-113556soft"
1845,"-42hard/-115088soft"
1996,"-41hard/-108608soft"
2099,"-41hard/-108286soft"
2100,"-40hard/-109075soft"
2100,"-39hard/-109974soft"
2305,"-39hard/-108228soft"
2585,"-38hard/-111358soft"
2630,"-38hard/-107667soft"
2630,"-38hard/-107120soft"
2702,"-37hard/-111877soft"
2717,"-36hard/-108351soft"
2906,"-35hard/-109497soft"
2960,"-35hard/-105607soft"
