"timeMillisSpent","score"
4522,"-423hard/-90776soft"
4536,"-423hard/-90744soft"
4541,"-422hard/-92178soft"
4548,"-420hard/-96000soft"
4563,"-416hard/-99024soft"
4568,"-370hard/-106873soft"
4573,"-356hard/-112451soft"
4575,"-356hard/-112375soft"
4580,"-354hard/-113615soft"
4584,"-352hard/-114215soft"
4590,"-351hard/-116450soft"
4591,"-351hard/-116445soft"
4598,"-350hard/-117118soft"
4599,"-348hard/-117070soft"
4604,"-347hard/-119065soft"
4607,"-310hard/-125875soft"
4632,"-305hard/-131751soft"
4668,"-303hard/-132909soft"
4670,"-301hard/-132610soft"
4674,"-300hard/-133882soft"
4675,"-300hard/-133491soft"
4676,"-299hard/-134128soft"
4681,"-298hard/-135329soft"
4689,"-291hard/-137523soft"
4692,"-270hard/-142807soft"
4693,"-269hard/-144918soft"
4693,"-267hard/-145222soft"
4699,"-266hard/-147069soft"
4703,"-264hard/-147845soft"
4712,"-263hard/-147557soft"
4715,"-253hard/-154958soft"
4723,"-246hard/-158222soft"
4742,"-234hard/-166741soft"
4757,"-232hard/-171190soft"
4758,"-217hard/-172563soft"
4764,"-213hard/-180403soft"
4765,"-212hard/-180480soft"
4770,"-211hard/-180382soft"
4772,"-209hard/-180852soft"
4775,"-209hard/-179784soft"
4779,"-207hard/-179321soft"
4784,"-207hard/-178914soft"
4786,"-207hard/-178867soft"
4786,"-206hard/-177521soft"
4787,"-197hard/-178485soft"
4793,"-196hard/-178615soft"
4796,"-196hard/-178438soft"
4801,"-195hard/-178386soft"
4801,"-195hard/-177765soft"
4802,"-195hard/-177653soft"
4802,"-195hard/-177564soft"
4805,"-194hard/-177636soft"
4808,"-194hard/-177484soft"
4809,"-192hard/-178166soft"
4812,"-189hard/-180628soft"
4815,"-188hard/-180622soft"
4818,"-188hard/-180194soft"
4821,"-188hard/-180160soft"
4823,"-186hard/-181274soft"
4823,"-184hard/-182000soft"
4825,"-184hard/-181548soft"
4829,"-184hard/-181522soft"
4829,"-184hard/-180848soft"
4831,"-184hard/-180476soft"
4839,"-181hard/-181607soft"
4844,"-181hard/-181564soft"
4846,"-180hard/-184738soft"
4850,"-180hard/-184193soft"
4855,"-179hard/-183934soft"
4858,"-178hard/-184379soft"
4869,"-176hard/-187064soft"
4875,"-175hard/-187820soft"
4877,"-175hard/-187542soft"
4879,"-174hard/-187963soft"
4880,"-174hard/-187924soft"
4888,"-173hard/-188290soft"
4890,"-173hard/-187531soft"
4897,"-172hard/-187593soft"
4903,"-170hard/-187341soft"
4916,"-169hard/-188739soft"
4921,"-168hard/-190111soft"
4923,"-167hard/-190455soft"
4924,"-153hard/-193867soft"
4932,"-153hard/-193375soft"
4939,"-153hard/-192927soft"
4940,"-152hard/-194631soft"
4941,"-151hard/-194341soft"
4942,"-149hard/-193145soft"
4943,"-140hard/-194850soft"
4950,"-139hard/-196230soft"
4952,"-138hard/-196668soft"
4954,"-136hard/-197065soft"
4957,"-130hard/-197284soft"
4962,"-122hard/-197504soft"
4966,"-112hard/-199545soft"
4967,"-108hard/-200401soft"
4982,"-106hard/-204845soft"
4997,"-103hard/-203675soft"
4997,"-103hard/-203644soft"
