"timeMillisSpent","score"
83,"-48hard/-32691soft"
171,"-25hard/-38218soft"
264,"-15hard/-38218soft"
365,"-11hard/-39620soft"
473,"-7hard/-40401soft"
600,"-5hard/-39738soft"
713,"-3hard/-39346soft"
836,"-1hard/-39216soft"
968,"-1hard/-38710soft"
1117,"-1hard/-38315soft"
1264,"0hard/-38943soft"
1428,"0hard/-38336soft"
1541,"0hard/-38034soft"
1652,"0hard/-37334soft"
1821,"0hard/-36782soft"
1960,"0hard/-36295soft"
2093,"0hard/-35679soft"
2217,"0hard/-35363soft"
2341,"0hard/-35178soft"
2457,"0hard/-34699soft"
2570,"0hard/-34575soft"
2691,"0hard/-34376soft"
2800,"0hard/-34225soft"
2901,"0hard/-33741soft"
2983,"0hard/-33559soft"
3000,"0hard/-33539soft"
