"timeMillisSpent","score"
707,"-142hard/-46606soft"
726,"-136hard/-52581soft"
730,"-115hard/-60368soft"
805,"-108hard/-88990soft"
807,"-107hard/-89166soft"
892,"-86hard/-106398soft"
945,"-85hard/-110176soft"
951,"-83hard/-111198soft"
961,"-75hard/-112884soft"
1002,"-75hard/-110787soft"
1008,"-75hard/-108596soft"
1009,"-61hard/-115004soft"
1010,"-59hard/-115448soft"
1044,"-58hard/-117185soft"
1045,"-58hard/-116847soft"
1056,"-57hard/-119027soft"
1061,"-56hard/-120714soft"
1062,"-55hard/-121840soft"
1070,"-55hard/-118676soft"
1071,"-53hard/-119389soft"
1075,"-53hard/-119316soft"
1075,"-52hard/-119596soft"
1101,"-51hard/-116491soft"
1103,"-51hard/-115895soft"
1107,"-48hard/-116447soft"
1107,"-46hard/-116425soft"
1125,"-46hard/-113440soft"
1143,"-45hard/-116076soft"
1146,"-45hard/-115011soft"
1150,"-44hard/-114824soft"
1167,"-44hard/-114451soft"
1169,"-44hard/-114416soft"
1179,"-44hard/-113949soft"
1180,"-44hard/-113679soft"
1181,"-44hard/-113282soft"
1183,"-44hard/-113175soft"
1185,"-44hard/-112731soft"
1186,"-43hard/-112008soft"
1192,"-42hard/-111488soft"
1193,"-42hard/-111321soft"
1194,"-42hard/-110834soft"
1200,"-41hard/-110493soft"
1225,"-38hard/-110556soft"
1226,"-37hard/-109909soft"
1230,"-37hard/-108743soft"
1254,"-34hard/-105278soft"
1290,"-33hard/-108912soft"
1292,"-32hard/-109958soft"
1311,"-32hard/-106662soft"
1312,"-32hard/-106191soft"
1321,"-31hard/-105395soft"
1343,"-30hard/-106586soft"
1344,"-29hard/-106076soft"
1371,"-28hard/-107282soft"
1376,"-26hard/-107331soft"
1376,"-26hard/-106178soft"
1389,"-26hard/-105651soft"
1468,"-26hard/-102703soft"
1472,"-26hard/-102491soft"
1475,"-25hard/-101918soft"
1487,"-25hard/-101871soft"
1487,"-24hard/-102325soft"
1503,"-23hard/-103562soft"
1506,"-23hard/-103556soft"
1507,"-22hard/-103556soft"
1520,"-22hard/-102133soft"
1561,"-21hard/-101618soft"
1566,"-21hard/-101611soft"
1568,"-21hard/-101256soft"
1585,"-21hard/-100698soft"
1586,"-20hard/-100457soft"
1597,"-18hard/-98520soft"
1597,"-18hard/-98450soft"
1700,"-18hard/-96967soft"
1715,"-17hard/-99204soft"
1737,"-16hard/-98925soft"
1760,"-15hard/-95614soft"
1773,"-15hard/-95494soft"
1775,"-14hard/-94710soft"
1827,"-14hard/-94646soft"
1833,"-13hard/-94179soft"
1863,"-11hard/-95083soft"
1887,"-11hard/-94979soft"
1888,"-11hard/-94867soft"
1900,"-10hard/-95176soft"
1901,"-10hard/-94815soft"
1935,"-10hard/-94045soft"
1976,"-10hard/-93849soft"
1976,"-10hard/-93475soft"
1977,"-10hard/-93433soft"
1993,"-10hard/-92878soft"
2005,"-9hard/-92134soft"
2010,"-9hard/-91933soft"
2030,"-9hard/-91753soft"
2035,"-7hard/-93113soft"
2053,"-6hard/-93559soft"
2071,"-5hard/-94527soft"
2114,"-5hard/-93756soft"
2115,"-5hard/-93248soft"
2133,"-5hard/-92380soft"
2135,"-1hard/-91223soft"
2186,"-1hard/-89415soft"
2187,"-1hard/-89366soft"
2282,"-1hard/-88961soft"
2298,"-1hard/-88887soft"
2298,"-1hard/-88525soft"
2306,"-1hard/-87533soft"
2308,"-1hard/-87520soft"
2308,"-1hard/-87441soft"
2311,"-1hard/-86611soft"
2314,"-1hard/-86398soft"
2314,"-1hard/-86348soft"
2315,"-1hard/-86330soft"
2322,"-1hard/-86187soft"
2322,"0hard/-85886soft"
2323,"0hard/-85673soft"
2656,"0hard/-85538soft"
2690,"0hard/-85531soft"
2695,"0hard/-85505soft"
2717,"0hard/-84877soft"
2718,"0hard/-84823soft"
2775,"0hard/-84610soft"
2775,"0hard/-84580soft"
2777,"0hard/-84204soft"
2828,"0hard/-83875soft"
2871,"0hard/-83789soft"
2874,"0hard/-83777soft"
2900,"0hard/-83442soft"
2903,"0hard/-83385soft"
2912,"0hard/-83104soft"
2915,"0hard/-82960soft"
2917,"0hard/-82953soft"
2921,"0hard/-82846soft"
2929,"0hard/-82359soft"
2939,"0hard/-82291soft"
2960,"0hard/-82141soft"
2979,"0hard/-82079soft"
2994,"0hard/-82065soft"
3008,"0hard/-82029soft"
3035,"0hard/-81164soft"
3068,"0hard/-81076soft"
3069,"0hard/-81032soft"
3093,"0hard/-80935soft"
3125,"0hard/-80466soft"
3136,"0hard/-80457soft"
3175,"0hard/-80314soft"
3183,"0hard/-80195soft"
3217,"0hard/-79491soft"
3229,"0hard/-79226soft"
3239,"0hard/-79045soft"
3240,"0hard/-79036soft"
3241,"0hard/-78612soft"
3242,"0hard/-78591soft"
3339,"0hard/-78515soft"
3340,"0hard/-78510soft"
3375,"0hard/-78265soft"
3393,"0hard/-78007soft"
3422,"0hard/-77968soft"
3422,"0hard/-77806soft"
3423,"0hard/-77334soft"
3463,"0hard/-76942soft"
3466,"0hard/-76527soft"
3530,"0hard/-76494soft"
3537,"0hard/-76027soft"
3582,"0hard/-75983soft"
3585,"0hard/-75784soft"
3597,"0hard/-75742soft"
3598,"0hard/-75669soft"
3609,"0hard/-75600soft"
3614,"0hard/-74806soft"
3688,"0hard/-74599soft"
3695,"0hard/-74468soft"
3726,"0hard/-74050soft"
3776,"0hard/-73992soft"
3789,"0hard/-73757soft"
3794,"0hard/-73585soft"
3795,"0hard/-73394soft"
